ID,EYES,MOUTH,HAIR,BODY,FRONT,BACK,SYMBOL,INTERFACE,CLOTHING,ACCESSORIES,SKYBACK,SOLIDBACK,SKY,SCAPE,SCENE,TRIBE,REOLM,1/1 Trait,ONE_TAG,CCO,DEPTH
1484,Narrow,Yummy,Undercut,DR01,-,-,T,Level3,SEAW WA Tee,Stickers,Afternoon,Red,Afternoon,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
1485,Wide,Buck Teeth,Shoulder Length,HU01,-,-,-,Level2,Rorschach Hoodie,Antenna,Afternoon,Red,Afternoon,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
1486,Geisha,Tongue Piercing,Elf,DE02,DE02,-,-,OFF,White Turtleneck,Golden Safety Pin Earrings,Afternoon,Red,Afternoon,-,-,Devrem,UnderReolm,-,-,Private,Gradient Sky
1487,Curious,Frog,Middle Part,DR02,-,-,-,Level1,Fire Turtleneck,Antenna,Morning,Purple,Morning,Statue,-,Droidrem,MiddleReolm,-,-,Private,Sky + Scape
1488,Myopia,Lip Piercing,Gradient Bob,DE02,DE02,-,-,Level1,Red Puff Jacket,Hoop Earrings,Night,Purple,Night,Skyscape,Temple,Devrem,UnderReolm,-,-,Private,Sky + Scape + Scene
1489,Shut,Poo Poo,Left Over,DR03,-,-,R,Level1,Blue Puff Jacket,Clown Nose,Morning,White,Morning,-,-,Droidrem,MiddleReolm,-,-,Private,Sky
1490,Narrow,Upset,Drive-Thru Visor,AN01,AN01,AN01,-,OFF,Red Drive-Thru Shirt,Drive-Thru Headset,Night,Purple,Night,Valley,Downtown,Angrem,UpperReolm,-,-,Private,Sky + Scape + Scene
1491,Bored,-,Long Spike,DR03,-,-,T,Level5,80s Jacket,Safety Mask,Afternoon,Purple,Afternoon,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
1492,Baka,Dental Braces,Double Bun,UN03,UN03,-,-,OFF,Red Bear Race Suit,Tiny Sunglasses,Night,Black,Night,Mother,Balcony,Undrem,MiddleReolm,-,-,Private,Sky + Scape + Scene
1493,-,Smiling,Long Wavy,UN01,UN01,-,-,OFF,Student Dress,Black Blindfold,Night,Purple,Night,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
1494,Charming,Star Stamp,Undercut,HU01,-,-,-,Level3,Purple Turtleneck,Nose-to-Ear Chain,Afternoon,Red,Afternoon,-,-,Hurem,MiddleReolm,-,-,Private,Sky
1495,Naive,Coffee,Grey Beanie,DE03,DE03,-,R,Level3,Dark Purple Suit,Round Glasses,Afternoon,Red,Afternoon,-,-,Devrem,UnderReolm,-,-,Private,Gradient Sky
1496,-,Laser,Yellow Cloth Cap,EL01,EL01,-,T,Level2,Unbuttoned Student Shirt,Interface Headset,Evening,Black,Evening,-,-,Elvrem,UnderReolm,-,-,Private,Gradient Sky
1497,Sweet,Blow,White Helmet,OR03,OR03,-,T,Level4,Unbuttoned Two-Tone Shirt,Pearls,Morning,Red,Morning,-,-,Orcrem,UnderReolm,-,-,Private,Gradient Sky
1498,Yacky,Dental Braces,Cropped,DR02,-,-,C,Level1,Blue Swimsuit,Golden Safety Pin Earrings,Morning,Black,Morning,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
1499,One Eye,Sick,Two-Tone Middle Part,HU01,-,-,-,Level2,LOREM White Tee,Heart Eye Patch,Afternoon,Black,Afternoon,Statue,Dump,Hurem,MiddleReolm,-,-,Private,Sky + Scape + Scene
1500,Shocked,Kiss,Curly,DR02,-,-,T,Level1,Red Haori,Bullish Earrings,Morning,Black,Morning,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
1501,-,Dog,Red Bandana,AN01,AN01,AN01,T,Level1,Stars Tee,Interface Headset,Morning,Black,Morning,-,-,Angrem,UpperReolm,-,-,Private,Gradient Sky
1502,White,-,Red Bandana,OR02,OR02,-,R,Level3,Yellow Baseball Jacket,Ohayo Face Veil,Night,Black,Night,Canopy,Balcony,Orcrem,UnderReolm,-,-,Private,Sky + Scape + Scene
1503,-,Chubby,Middle Part,DR03,-,-,R,Level3,GM GA GE GN Tee,Interface Headset,Afternoon,Purple,Afternoon,Canopy,Temple,Droidrem,MiddleReolm,-,-,Private,Sky + Scape + Scene
1504,Yacky,Lip Piercings,Grey Beanie,HU01,-,-,T,OFF,Fire Leather Jacket,Nose-to-Ear Chain,Morning,Red,Morning,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
1505,-,Tongue Out,Drive-Thru Visor,OR01,OR01,-,-,Level3,Nobody Hoodie,Black Blindfold,Night,Purple,Night,-,-,Orcrem,UnderReolm,-,-,Private,Gradient Sky
1506,Naive,Porcelain Lips,Short Layered,HU02,-,-,T,OFF,Bullish Tank Top,Black Snake,Night,Black,Night,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
1507,-,Frantic,Low Braid,HU01,-,-,C,Level4,Purple Sweater,Interface Headset,Evening,Purple,Evening,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
1508,Sweet,Chubby,Drive-Thru Visor,DR03,-,-,C,Level4,Red Drive-Thru Shirt,Stickers,Evening,Purple,Evening,-,-,Droidrem,MiddleReolm,-,-,Private,Sky
1509,Smart,Animal,Short Ponytail,SO01,-,SO01,-,Level1,Student Shirt,Crescent Earrings,Night,White,Night,Castle,Downtown,Soulrem,UpperReolm,-,-,Private,Sky + Scape + Scene
1510,Closed,Confident,Long Wavy,UN01,UN01,-,-,Level1,Argyle Sweater,Red Snake,Afternoon,White,Afternoon,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
1511,Pixel,Tongue Out,Short Bangs,UN02,UN02,-,R,OFF,Red Vest,Black Snake,Evening,Red,Evening,Valley,-,Undrem,MiddleReolm,-,-,Private,Sky + Scape
1512,-,Um,Buzz,UN03,UN03,-,R,Level1,Yellow Vest,Interface Headset,Night,White,Night,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
1513,Hunter,Dot,Buddha Bun,HU02,-,-,-,Level2,Blue Haori Jacket,Scars,Night,Black,Night,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
1514,-,Star Stamp,Cropped,OR01,OR01,-,T,Level5,Red Bear Tee,Black Blindfold,Afternoon,Purple,Afternoon,-,-,Orcrem,UnderReolm,-,-,Private,Gradient Sky
1515,Samurai,Stitched,Long,EL02,EL02,-,C,Level2,White Tank Top,Black Snake,Night,Black,Night,-,-,Elvrem,UnderReolm,-,-,Private,Gradient Sky
1516,Dizzy,-,Short Ponytail,DR02,-,-,R,Level2,GM GA GE GN Tee,Black Mask,Evening,Purple,Evening,Mountain,City,Droidrem,MiddleReolm,-,-,Private,Sky + Scape + Scene
1517,Hehe,Chili Pepper,Left Over,DR01,-,-,-,Level2,Red Puff Jacket,Rectangle Sunglasses,Evening,Black,Evening,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
1518,Looking Down,Laser,LOREM Cap,EL03,EL03,-,-,OFF,LOREM White Tee,Butterflies,Night,Purple,Night,-,-,Elvrem,UnderReolm,-,-,Private,Gradient Sky
1519,Beautiful,-,Short Ponytail,HU01,-,-,R,Level3,Blue-Check Tee,Lightning Mask,Afternoon,White,Afternoon,Stars,-,Hurem,MiddleReolm,-,-,Private,Sky + Scape
1520,Laughing,Dental Braces,Buddha Bun,UN01,UN01,-,-,OFF,Blue Puff Jacket,Butterflies,Afternoon,Black,Afternoon,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
1521,Dot,Kiss,High Braid,EL02,EL02,-,-,Level5,STW.WTS Tee,Butterfly Sunglasses,Night,White,Night,-,-,Elvrem,UnderReolm,-,-,Private,Gradient Sky
1522,Closed,Upset,Bob,HU03,-,-,-,OFF,Dark Purple Suit,Round Glasses,Afternoon,White,Afternoon,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
1523,Geisha,Sick,Braids,UN02,UN02,-,C,OFF,Abstract Tee,Pearls,Night,White,Night,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
1524,Myopia,Tricky,Chignon,HU02,-,-,T,OFF,Two-Tone Tee,Golden Snake Earrings,Afternoon,White,Afternoon,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
1525,White,Animal,Elf,HU02,-,-,R,Level1,Green Vest,Scars,Afternoon,White,Afternoon,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
1526,Hunter,Coffee,Blue Bandana,HU02,-,-,-,Level4,White Turtleneck,Stickers,Afternoon,White,Afternoon,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
1527,Angry,Poo Poo,Short Punk Mullet,HU03,-,-,T,OFF,Polka-Dot Tee,Nose-to-Ear Chain,Morning,White,Morning,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
1528,Shocked,Um,Chignon,EL01,EL01,-,C,Level1,3Land Hoodie,Tiny Sunglasses,Evening,Purple,Evening,-,-,Elvrem,UnderReolm,-,-,Private,Gradient Sky
1529,Happy,Zigzag,Dreadlocks Undercut,EL01,EL01,-,C,OFF,Green Vest,Minimal Tattoos,Morning,White,Morning,-,-,Elvrem,UnderReolm,-,-,Private,Gradient Sky
1530,Roremu,Lip Piercings,Brown Military Watch Cap,OR03,OR03,-,-,Level4,Two-Tone Tee,Minimal Tattoos,Morning,Red,Morning,-,-,Orcrem,UnderReolm,-,-,Private,Gradient Sky
1531,-,+,Chignon,DE03,DE03,-,-,Level2,Red Puff Jacket,VR Headset,Morning,Red,Morning,Mountain,Downtown,Devrem,UnderReolm,-,-,Private,Sky + Scape + Scene
1532,Wink,Poo Poo,Red Beanie,UN01,UN01,-,C,Level2,Gasu Tee,Plaster,Afternoon,White,Afternoon,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
1533,Eh,Calm,Gradient Bob,DR02,-,-,-,Level1,Artificial Heart,Freckles,Evening,White,Evening,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
1534,Sweet,F,Jelly,UN01,UN01,-,T,Level1,Red Coat,Heart Eye Patch,Night,Purple,Night,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
1535,Naive,Dog,Yellow Cloth Cap,SO03,-,SO03,C,Level1,White Turtleneck,Golden Fire Ear Cuff,Morning,Red,Morning,-,Downtown,Soulrem,UpperReolm,-,-,Private,Sky + Scene
1536,Geisha,X,Long Slick Back,OR01,OR01,-,R,Level2,Blue Puff Jacket,Golden Cross Earrings,Evening,Black,Evening,Valley,-,Orcrem,UnderReolm,-,-,Private,Sky + Scape
1537,-,Buck Teeth,Dreadlocks,DR02,-,-,T,Level3,Black Bodysuit,Interface Headset,Afternoon,Purple,Afternoon,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
1538,-,Buck Teeth,Braids,GA01,GA01,GA01,R,Level4,Red Swimsuit,Interface Headset,Night,White,Night,-,-,Galarem,UpperReolm,-,-,Private,Sky
1539,Stitched,Droid,Lightning,HU01,-,-,T,Level3,Red Vest,Round Glasses,Evening,Purple,Evening,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
1540,Panda,-,Gradient Bob,HU01,-,-,-,Level4,Rorschach Hoodie,Ohayo Face Veil,Morning,White,Morning,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
1541,Monk,-,Long Bob,EL01,EL01,-,R,OFF,White Suit,WAGMI Mask,Afternoon,Purple,Afternoon,-,-,Elvrem,UnderReolm,-,-,Private,Gradient Sky
1542,Pixel,Star Stamp,Flat Top,DR01,-,-,T,Level2,Yellow Baseball Jacket,Butterfly Sunglasses,Night,Black,Night,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
1543,Curious,Biting Tongue,Left Over,DR02,-,-,R,Level1,Dark Purple Suit,Golden Fire Ear Cuff,Night,Black,Night,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
1544,Samurai,Frantic,Green Cap,SO01,-,SO01,-,Level3,Blue-Check Tee,Plaster,Morning,Red,Morning,-,-,Soulrem,UpperReolm,-,-,Private,Gradient Sky
1545,Eh,-,Artificial Brain,DR01,-,-,-,Level3,Denim Jacket,Lightning Mask,Afternoon,Black,Afternoon,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
1546,Pixel,+,LOREM Cap,DE03,DE03,-,C,OFF,Yellow Drive-Thru Shirt,Golden Cross Earrings,Morning,Red,Morning,-,-,Devrem,UnderReolm,-,-,Private,Gradient Sky
1547,Blink,Swallowed Eye,Slick Back,OR01,OR01,-,-,Level1,Red Drive-Thru Shirt,Clown Nose,Afternoon,Red,Afternoon,-,-,Orcrem,UnderReolm,-,-,Private,Sky
1548,Dead,Poo Poo,Flat Top,HU03,-,-,C,OFF,Denim Jacket,Clown Nose,Night,White,Night,-,-,Hurem,MiddleReolm,-,-,Private,Sky
1549,Geisha,-,Fuzz,DR01,-,-,-,Level1,Blue Puff Jacket,Ohayo Face Veil,Afternoon,White,Afternoon,Mountain,Outskirts,Droidrem,MiddleReolm,-,-,Private,Sky + Scape + Scene
1550,Beautiful,Confident,Jelly,OR01,OR01,-,R,Level4,Blue Cheongsam,Round Glasses,Afternoon,Purple,Afternoon,-,-,Orcrem,UnderReolm,-,-,Private,Gradient Sky
1551,Smart,Calm,Floating,DR02,-,-,-,Level1,FFE600 Puff Jacket,Plaster,Afternoon,Black,Afternoon,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
1552,Hunter,Blow,Shoulder Length,EL03,EL03,-,R,OFF,Two-Tone Tee,Golden Fire Ear Cuff,Afternoon,Purple,Afternoon,-,-,Elvrem,UnderReolm,-,-,Private,Gradient Sky
1553,X X,Lipstick,Long,HU02,-,-,-,OFF,Yellow Baseball Jacket,Antenna,Night,Red,Night,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
1554,Pixel,Tricky,Purple Knit Hat,DR03,-,-,-,Level1,Cyberpunk Bodysuit,Butterfly Sunglasses,Evening,Purple,Evening,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
1555,-,Lip Ring,Short Bob,DE03,DE03,-,-,Level1,White Tank Top,Black Blindfold,Evening,White,Evening,-,-,Devrem,UnderReolm,-,-,Private,Gradient Sky
1556,Bored,-,Long Bob,DE03,DE03,-,R,Level5,Gas Tee,Talisman,Morning,Red,Morning,-,-,Devrem,UnderReolm,-,-,Private,Gradient Sky
1557,-,Lollipop,Flat Top,DE01,DE01,-,-,OFF,Red Drive-Thru Shirt,VR Headset,Night,Red,Night,Canopy,City,Devrem,UnderReolm,-,-,Private,Sky + Scape + Scene
1558,Angry,Kiss,Spike,UN01,UN01,-,-,OFF,Red Bear Tee,Golden Safety Pin Earrings,Night,White,Night,Canopy,Downtown,Undrem,MiddleReolm,-,-,Private,Sky + Scape + Scene
1559,Myopia,Dental Braces,Red Bandana,OR01,OR01,-,C,Level1,Gas Tee,Stars Earrings,Night,White,Night,-,-,Orcrem,UnderReolm,-,-,Private,Gradient Sky
1560,Alien,Porcelain Lips,Red Cap,HU01,-,-,-,Level2,Nobody Hoodie,Headphone,Afternoon,Red,Afternoon,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
1561,Smart,Lip Ring,Long Spike,UN01,UN01,-,R,Level1,Yellow Jumpsuit,White Glasses,Evening,Black,Evening,Mountain,Dump,Undrem,MiddleReolm,-,-,Private,Sky + Scape + Scene
1562,-,+,Head in the Clouds,DE03,DE03,-,-,OFF,Yellow Drive-Thru Shirt,Trinoculars,Morning,Red,Morning,Canopy,Temple,Devrem,UnderReolm,-,-,Private,Sky + Scape + Scene
1563,Monk,-,White Helmet,DR02,-,-,C,OFF,Blue-Check Tee,Oni Mask,Afternoon,Black,Afternoon,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
1564,Dot,Um,High Braid,GA01,GA01,GA01,-,OFF,Yellow Baseball Jacket,Butterfly Sunglasses,Afternoon,Purple,Afternoon,-,-,Galarem,UpperReolm,-,-,Private,Gradient Sky
1565,Wide,-,Brown Military Watch Cap,OR03,OR03,-,T,Level2,GM GA GE GN Tee,Oni Mask,Afternoon,Purple,Afternoon,Skyscape,Outskirts,Orcrem,UnderReolm,-,-,Private,Sky + Scape + Scene
1566,Dot,Kiss,Bob,DR02,-,-,-,Level1,Lightning Shirt,Butterfly Sunglasses,Morning,Red,Morning,Valley,Downtown,Droidrem,MiddleReolm,-,-,Private,Sky + Scape + Scene
1567,Invert,-,Dreadlocks,HU01,-,-,R,OFF,Monk Beads,WAGMI Mask,Evening,Black,Evening,Statue,Outskirts,Hurem,MiddleReolm,-,-,Private,Sky + Scape + Scene
1568,Rolling,Lollipop,Fuzz,DE01,DE01,-,-,Level3,White Tank Top,White Glasses,Evening,White,Evening,-,-,Devrem,UnderReolm,-,-,Private,Gradient Sky
1569,One Eye,Sick,Jelly,DE01,DE01,-,C,Level5,Argyle Sweater,Plaster,Evening,Red,Evening,-,-,Devrem,UnderReolm,-,-,Private,Gradient Sky
1570,Shut,Smoke,Short Ponytail,EL02,EL02,-,C,Level3,Stars Tee,Nosebleed Tissue,Night,Black,Night,-,-,Elvrem,UnderReolm,-,-,Private,Gradient Sky
1571,Happy,Golden Teeth,Monk,EL03,EL03,-,-,Level3,Bullish Jacket,Golden Safety Pin Earrings,Afternoon,White,Afternoon,-,-,Elvrem,UnderReolm,-,-,Private,Sky
1572,Dizzy,Upset,Powered-Up,HU03,-,-,T,OFF,90s Suit,-,Morning,Red,Morning,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
1573,Smart,Confident,Long Layered,SO01,-,SO01,-,Level2,Black Camisole,Rocker Sunglasses,Evening,White,Evening,-,-,Soulrem,UpperReolm,-,-,Private,Gradient Sky
1574,Shut,Zigzag,Low Braid,DE01,DE01,-,R,OFF,80s Jacket,Stars Earrings,Morning,Purple,Morning,-,-,Devrem,UnderReolm,-,-,Private,Gradient Sky
1575,+ +,Dog,Double Bun,UN01,UN01,-,-,OFF,White Vest,Golden Snake Earrings,Afternoon,Purple,Afternoon,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
1576,Baka,Animal,Gradient Bob,HU02,-,-,-,Level1,Monk Beads,Good Mood,Morning,Purple,Morning,-,Park,Hurem,MiddleReolm,-,-,Private,Sky + Scene
1577,Devil,-,Short Bangs,OR01,OR01,-,T,OFF,Beige Coat,Talisman,Night,Black,Night,Stars,Park,Orcrem,UnderReolm,-,-,Private,Sky + Scape + Scene
1578,Bored,Meh,Fuzz,HU01,-,-,R,Level1,Red Bear Tee,Plasters,Evening,Red,Evening,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
1579,Big,Poo Poo,Earth,SO02,-,SO02,-,Level2,Purple Baseball Jacket,Black Snake,Afternoon,White,Afternoon,Skyscape,Dump,Soulrem,UpperReolm,-,-,Private,Sky + Scape + Scene
1580,-,-,White Knit Hat,OR02,OR02,-,-,Level1,Argyle Sweater,Skull Mask,Afternoon,Black,Spectrum,-,-,Orcrem,UnderReolm,-,-,Private,-
1581,-,+,Ponytail,DR01,-,-,C,Level2,White Robe,Black Blindfold,Night,Black,Night,-,-,Droidrem,MiddleReolm,-,-,Private,Sky
1582,-,Chubby,Braids,OR01,OR01,-,C,Level4,Fire Leather Jacket,Trinoculars,Night,Black,Night,-,-,Orcrem,UnderReolm,-,-,Private,Gradient Sky
1583,Baka,Lipstick,Ponytail,OR01,OR01,-,T,OFF,Student Dress,Black Snake,Evening,Purple,Evening,-,-,Orcrem,UnderReolm,-,-,Private,Gradient Sky
1584,-,Zigzag,Drive-Thru Visor,DE03,DE03,-,-,Level1,STW.WTS Tee,VR Headset,Evening,Black,Evening,-,-,Devrem,UnderReolm,-,-,Private,Sky
1585,Sweet,Lip Ring,Red Cap,DR03,-,-,-,OFF,Yellow Drive-Thru Shirt,White Glasses,Afternoon,Black,Afternoon,-,-,Droidrem,MiddleReolm,-,-,Private,Sky
1586,Beautiful,Porcelain Lips,Yellow Cloth Cap,DR01,-,-,C,OFF,Purple Baseball Jacket,Scars,Night,White,Night,-,-,Droidrem,MiddleReolm,-,-,Private,Sky
1587,Big,Smiling,Short Ponytail,DR02,-,-,R,Level3,Denim Jacket,Plasters,Afternoon,Purple,Afternoon,Mother,City,Droidrem,MiddleReolm,-,-,Private,Sky + Scape + Scene
1588,Angry,Porcelain Lips,Buzz,DE02,DE02,-,-,OFF,White Turtleneck,Tiny Sunglasses,Morning,White,Morning,-,-,Devrem,UnderReolm,-,-,Private,Gradient Sky
1589,Devil,Zigzag,White Knit Hat,DE02,DE02,-,-,OFF,White Tank Top,Golden Elf Ear Cuffs,Evening,White,Evening,-,-,Devrem,UnderReolm,-,-,Private,Gradient Sky
1590,Curious,Frog,Long,HU02,-,-,-,Level5,Blue Track Jacket,Golden Cross Earrings,Afternoon,White,Afternoon,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
1591,Stitched,Eh,Double Bun,EL01,EL01,-,R,Level1,Yellow Jumpsuit,Headphone,Evening,Purple,Evening,-,-,Elvrem,UnderReolm,-,-,Private,Gradient Sky
1592,Fighter,Star Stamp,Artificial Brain,DR01,-,-,-,OFF,LOREM Black Tee,Golden Fire Ear Cuff,Morning,Red,Morning,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
1593,Rolling,Duck Face,White Bucket Hat,DE01,DE01,-,T,Level2,Gradient Tee,Golden Snake Earrings,Afternoon,Purple,Afternoon,-,-,Devrem,UnderReolm,-,-,Private,Gradient Sky
1594,Baka,Blow,Bob,HU02,-,-,-,Level2,90s Shirt,Antenna,Morning,Black,Morning,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
1595,Angry,Toast,Polka-Dot Sun Hat,DR01,-,-,C,Level3,Red Vest,Fire Sunglasses,Afternoon,Black,Afternoon,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
1596,Monk,Meh,Long Bob,EL01,EL01,-,T,Level1,Black Camisole,Rocker Sunglasses,Afternoon,White,Afternoon,-,-,Elvrem,UnderReolm,-,-,Private,Gradient Sky
1597,+ +,Poo Poo,Chignon,SO03,-,SO03,T,OFF,Red Swimsuit,Clown Nose,Afternoon,Purple,Afternoon,-,-,Soulrem,UpperReolm,-,-,Private,Gradient Sky
1598,Frog,Star Stamp,High Braid,DE02,DE02,-,-,Level1,LOREM Black Tee,Plaster,Night,White,Night,-,-,Devrem,UnderReolm,-,-,Private,Gradient Sky
1599,Tricky,Duck Face,Gradient Bob,DR01,-,-,R,OFF,Red Swimsuit,Scars,Morning,Black,Morning,Stars,Outskirts,Droidrem,MiddleReolm,-,-,Private,Sky + Scape + Scene
1600,Monk,Sick,Flat Top,OR01,OR01,-,-,Level2,Red Haori,Heart Eye Patch,Morning,White,Morning,-,-,Orcrem,UnderReolm,-,-,Private,Gradient Sky
1601,Wink,Tongue Piercing,Shoulder Length,DR01,-,-,-,Level2,LOREM White Tee,Rocker Sunglasses,Afternoon,Purple,Afternoon,Canopy,Temple,Droidrem,MiddleReolm,-,-,Private,Sky + Scape + Scene
1602,Monk,Duck Face,Messy Bun,OR01,OR01,-,R,Level3,Classic School Uniform,Golden Fire Ear Cuff,Morning,Purple,Morning,-,-,Orcrem,UnderReolm,-,-,Private,Gradient Sky
1603,Satisfied,Upset,Middle Part,DE01,DE01,-,-,Level5,Cloud Sweater,Stickers,Night,Purple,Night,-,-,Devrem,UnderReolm,-,-,Private,Gradient Sky
1604,Roremu,Porcelain Lips,Flat Top,HU02,-,-,-,OFF,Two-Tone Tee,Golden Cross Earrings,Night,Purple,Night,Castle,-,Hurem,MiddleReolm,-,-,Private,Sky + Scape
1605,Yacky,Smiling,Undercut,HU01,-,-,R,Level1,Classic School Uniform,Butterflies,Evening,Red,Evening,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
1606,Shut,-,Dreadlocks,HU02,-,-,T,Level1,Wawawawin Tee,WAGMI Mask,Night,White,Night,Canyon,Dump,Hurem,MiddleReolm,-,-,Private,Sky + Scape + Scene
1607,Smart,Scowling,White Bucket Hat,HU03,-,-,C,OFF,Gas Tee,Tiny Sunglasses,Afternoon,White,Afternoon,Mother,City,Hurem,MiddleReolm,-,-,Private,Sky + Scape + Scene
1608,Fighter,Zigzag,Left Over,DE02,DE02,-,-,Level2,Gasu Tee,Fire Sunglasses,Afternoon,Black,Afternoon,-,-,Devrem,UnderReolm,-,-,Private,Gradient Sky
1609,Invert,-,Drive-Thru Visor,DR01,-,-,-,Level5,Yellow Baseball Jacket,Talisman,Morning,Red,Morning,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
1610,Pixel,Biting Lip,Spike,UN01,UN01,-,-,Level1,FFE600 Puff Jacket,Golden Elf Ear Cuffs,Night,Black,Night,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
1611,X X,Star Stamp,Polka-Dot Sun Hat,EL01,EL01,-,-,Level2,Red Vest,Golden Snake Earrings,Night,Purple,Night,-,-,Elvrem,UnderReolm,-,-,Private,Gradient Sky
1612,Big,Dental Braces,Lightning,DR03,-,-,C,Level4,Red Haori,Freckles,Night,White,Night,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
1613,60s,Sick,Flat Top,OR01,OR01,-,C,Level2,Yellow Tee,Stars Earrings,Night,Purple,Night,Skyscape,Park,Orcrem,UnderReolm,-,-,Private,Sky + Scape + Scene
1614,Eh,Biting Lip,Messy Bun,DE01,DE01,-,-,Level2,White Turtleneck,Rectangle Sunglasses,Night,Purple,Night,-,-,Devrem,UnderReolm,-,-,Private,Gradient Sky
1615,Invert,Chili Pepper,Fuzz,AN01,AN01,AN01,-,OFF,Beige Coat,Crown of Thorns,Afternoon,Black,Afternoon,-,-,Angrem,UpperReolm,-,-,Private,Gradient Sky
1616,-,Eh,Bowl Cut,HU02,-,-,R,OFF,Blue-Check Tee,Interface Headset,Evening,Black,Evening,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
1617,Sweet,Dog,Blue Sun Hat,HU02,-,-,R,Level3,White Suit,Stars Earrings,Night,Purple,Starry,-,-,Hurem,MiddleReolm,-,-,Private,-
1618,+ +,Laser,LOREM Cap,DR01,-,-,-,Level4,GM GA GE GN Tee,Tiny Sunglasses,Afternoon,Black,Afternoon,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
1619,Shocked,Lip Ring,Water,EL01,EL01,-,T,Level3,Red Haori,Heart Eye Patch,Night,Black,Night,Stars,Park,Elvrem,UnderReolm,-,-,Private,Sky + Scape + Scene
1620,-,Chili Pepper,Grey Beanie,DR01,-,-,C,Level3,Bullish Tank Top,Ancient Sunglasses,Afternoon,Purple,Afternoon,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
1621,Pixel,Porcelain Lips,Buzz,OR01,OR01,-,-,Level1,Washed Denim Jacket,Rocker Sunglasses,Night,Purple,Night,-,-,Orcrem,UnderReolm,-,-,Private,Gradient Sky
1622,Cat,Golden Teeth,Bowl Cut,HU01,-,-,-,Level4,Yellow Drive-Thru Shirt,Antenna,Evening,White,Evening,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
1623,Wide,Shocked,Undercut,DR02,-,-,R,Level4,Fire Leather Jacket,Earpods,Afternoon,Red,Afternoon,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
1624,Laser,Um,Messy Bun,UN02,UN02,-,C,OFF,80s Jacket,Plaster,Night,Black,Night,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
1625,Narrow,Frown,High Braid,HU03,-,-,-,Level1,LOREM Black Tee,Plasters,Morning,Black,Morning,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
1626,Invert,Upset,Middle Part,EL02,EL02,-,R,Level3,White Suit,Nose-to-Ear Chain,Night,Red,Night,-,-,Elvrem,UnderReolm,-,-,Private,Sky
